planet_name,orbital_period_days,transit_midpoint_bjd,transit_duration_hrs,transit_depth_ppm,planet_radius_earth,equilibrium_temp_k,insolation_earthflux,stellar_teff_k,stellar_radius_sun,stellar_logg_cgs,ra_deg,dec_deg,source
K00874.02,11.18719905,137.17814,3.252,353.6,1.55,667.0,46.65,4986.0,0.833,4.496,296.48343,42.663429,Kepler
K00875.01,4.220965778,170.622433,3.0854,2260.0,2.62,595.0,29.68,3837.0,0.517,4.747,296.69394,42.62611,Kepler
K00876.01,6.998099523,171.898913,2.0488,20285.0,588.66,853.0,125.22,5612.0,0.829,4.566,287.88412,42.832439,Kepler
K00877.01,5.95489993,170.955871,2.3892,1410.7,2.33,635.0,38.52,4261.0,0.633,4.641,293.63696,42.82497,Kepler
K00877.02,12.03987488,181.22536,2.7363,1250.6,2.18,502.0,15.06,4261.0,0.633,4.641,293.63696,42.82497,Kepler
K00877.03,20.83762895,132.08488,2.3734,439.0,1.42,418.0,7.24,4261.0,0.633,4.641,293.63696,42.82497,Kepler
K00121.01,8.8111022,136.4568,5.0683,401.1,63.66,1399.0,904.92,6200.0,2.404,3.8,294.46088,38.383461,Kepler
K00878.01,23.58917143,173.81994,5.073,1200.7,3.16,487.0,13.34,4919.0,0.721,4.566,297.46002,42.83992,Kepler
K00123.01,6.481633073,122.977657,3.784,298.5,2.54,1145.0,406.25,5945.0,1.302,4.213,290.39273,40.28487,Kepler
K00892.01,10.37168928,172.61729,3.035,1254.9,3.2,720.0,63.68,5121.0,0.888,4.457,290.39322,43.363899,Kepler
K00892.02,3.96996298,137.75447,1.1757,299.2,1.78,992.0,229.37,5121.0,0.888,4.457,290.39322,43.363899,Kepler
K00893.01,4.40841331,172.18582,5.012,549.4,2.66,1139.0,398.0,6007.0,0.961,4.457,292.96555,43.34639,Kepler
K00894.01,7.9426176,174.52563,6.703,1590.7,4.68,878.0,140.57,5811.0,0.926,4.521,299.00143,43.399632,Kepler
K00881.02,226.8904775,207.35971,7.558,3136.4,4.53,236.0,0.73,5067.0,0.75,4.585,294.90973,42.935261,Kepler
K00882.01,1.956811408,170.694208,2.1958,24905.0,21.58,1109.0,357.16,5209.0,0.603,4.657,295.83536,42.943062,Kepler
K00883.01,2.688899233,170.1020904,2.11275,37492.0,12.04,929.0,175.76,4820.0,0.639,4.667,296.68307,42.967869,Kepler
K00884.01,9.439459486,177.186096,2.8979,3036.1,4.16,686.0,52.32,5097.0,0.779,4.597,288.64252,43.039291,Kepler
K00122.01,11.523067458,131.969055,3.8757,507.3,3.13,927.0,174.81,5644.0,1.411,4.162,284.48245,44.398041,Kepler
K00884.02,20.47748843,178.66786,2.8364,1382.4,2.92,530.0,18.65,5097.0,0.779,4.597,288.64252,43.039291,Kepler
K00884.03,3.336123113,135.31623,1.9616,516.3,1.74,970.0,209.79,5097.0,0.779,4.597,288.64252,43.039291,Kepler
K00886.01,8.01078456,170.20739,2.312,1333.6,1.72,453.0,9.9,3713.0,0.47,4.779,294.77393,43.056301,Kepler
K00886.02,12.07134205,143.45948,4.3224,759.2,1.29,395.0,5.74,3713.0,0.47,4.779,294.77393,43.056301,Kepler
K00886.03,20.99587872,152.31554,2.6333,767.3,1.3,328.0,2.74,3713.0,0.47,4.779,294.77393,43.056301,Kepler
K00887.01,7.41113177,175.34754,2.5242,620.5,2.45,905.0,158.11,5849.0,0.919,4.517,295.65149,43.029831,Kepler
K00888.01,1.000747038,169.974229,0.9967,1823.5,4.14,1620.0,1635.2,5472.0,0.79,4.499,297.97513,43.164909,Kepler
K00889.01,8.884922995,169.991686,2.07004,16053.0,10.51,770.0,83.21,5332.0,0.843,4.5,291.1376,36.577381,Kepler
K00890.01,8.09888906,176.623731,4.20241,6911.1,8.95,986.0,223.19,6214.0,1.076,4.442,282.69952,43.272739,Kepler
K00891.01,10.00653012,176.96898,5.344,936.1,3.52,876.0,139.21,6063.0,1.001,4.47,283.63077,43.379398,Kepler
K00012.01,17.855221681,146.596466,7.41287,9065.2,13.16,911.0,163.04,6823.0,1.367,4.308,297.45374,41.01099,Kepler
K00901.01,12.732624065,176.939054,2.2083,6465.7,4.87,432.0,8.22,3950.0,0.541,4.721,285.16748,43.876339,Kepler
K00902.01,83.92494032,236.76334,6.7904,7958.7,4.78,226.0,0.62,3960.0,0.509,4.746,287.85239,43.897991,Kepler
K00903.01,5.007316661,173.433997,4.2362,6932.3,6.96,998.0,234.28,5865.0,0.827,4.563,295.53613,43.884449,Kepler
K00904.01,2.211116989,170.150139,1.6485,724.2,1.85,931.0,177.19,4500.0,0.646,4.656,285.16833,44.026459,Kepler
K00904.02,27.9541337,178.73791,3.95,942.5,1.9,400.0,6.04,4500.0,0.646,4.656,285.16833,44.026459,Kepler
K00124.01,12.69104387,137.12594,3.7727,252.1,2.57,1008.0,244.3,5869.0,1.626,4.024,292.92914,48.60281,Kepler
K00895.01,4.409409243,171.89433,3.8636,12861.0,10.95,1101.0,347.06,5600.0,0.975,4.368,296.41019,43.455391,Kepler
K00896.01,16.23947096,175.569907,4.0374,2590.7,4.14,598.0,30.14,5191.0,0.837,4.564,293.0614,43.58136,Kepler
K00896.02,6.308201629,174.047661,2.9785,1328.5,2.96,819.0,106.44,5191.0,0.837,4.564,293.0614,43.58136,Kepler
K00897.01,2.052349884,169.890622,2.0778,14281.0,13.12,1497.0,1183.18,5855.0,1.08,4.393,299.56189,43.503559,Kepler
K00898.01,9.7704486,175.71372,2.4517,1897.8,2.23,460.0,10.59,3906.0,0.509,4.73,282.23251,43.66563,Kepler
K00898.02,5.169804269,172.63153,2.153,1037.4,1.66,569.0,24.75,3906.0,0.509,4.73,282.23251,43.66563,Kepler
K00123.02,21.22261195,137.57403,6.5093,366.0,2.48,771.0,83.56,5945.0,1.302,4.213,290.39273,40.28487,Kepler
K00898.03,20.09017037,147.97788,4.154,1432.1,2.25,362.0,4.05,3906.0,0.509,4.73,282.23251,43.66563,Kepler
K00899.01,7.11373257,174.32351,2.1764,807.6,1.16,429.0,8.01,3561.0,0.411,4.855,296.98505,43.65852,Kepler
K00899.02,3.306551643,134.37211,1.8177,509.2,0.91,554.0,22.19,3561.0,0.411,4.855,296.98505,43.65852,Kepler
K00899.03,15.36845737,147.38965,2.4714,756.1,1.11,332.0,2.86,3561.0,0.411,4.855,296.98505,43.65852,Kepler
K00900.01,13.81020318,172.33533,3.048,1309.7,4.56,833.0,113.75,5942.0,1.142,4.327,281.96063,43.70311,Kepler
K00911.01,4.093578461,171.00954,2.5833,538.6,2.85,1182.0,461.07,6077.0,0.999,4.471,290.26328,44.55645,Kepler
K00911.02,105.145959,178.367,8.593,685.4,3.43,401.0,6.09,6077.0,0.999,4.471,290.26328,44.55645,Kepler
K00912.01,10.8484518,171.80584,2.9993,1675.6,2.34,499.0,14.66,4201.0,0.591,4.682,295.57935,44.545959,Kepler
K00912.02,6.66833241,137.43988,1.915,362.3,1.18,587.0,28.06,4201.0,0.591,4.682,295.57935,44.545959,Kepler
K00913.01,4.082274889,169.6375652,3.23015,17859.0,10.55,1016.0,251.48,5655.0,0.794,4.581,284.83047,44.658138,Kepler
K00914.01,3.886655224,169.73814,3.1646,581.6,1.87,1010.0,246.29,5662.0,0.738,4.61,288.72665,44.60751,Kepler
K00904.03,42.1406089,139.0604,5.083,895.5,1.85,349.0,3.49,4500.0,0.646,4.656,285.16833,44.026459,Kepler
K00904.04,4.617490562,135.04909,2.2618,575.8,1.62,728.0,66.47,4500.0,0.646,4.656,285.16833,44.026459,Kepler
K00904.05,10.19849255,137.92067,2.4283,634.1,1.75,559.0,23.11,4500.0,0.646,4.656,285.16833,44.026459,Kepler
K00905.01,5.795063956,172.697467,3.2496,1692.9,4.33,950.0,192.74,5865.0,0.827,4.563,296.50754,44.036072,Kepler
K00906.01,7.15681552,174.13511,2.5882,867.0,2.47,782.0,88.23,5029.0,0.838,4.494,289.59476,44.141949,Kepler
K00906.02,17.64830851,133.54533,2.0873,763.3,2.43,579.0,26.49,5029.0,0.838,4.494,289.59476,44.141949,Kepler
K00906.03,4.14810719,133.3881,2.535,175.2,1.08,938.0,182.76,5029.0,0.838,4.494,289.59476,44.141949,Kepler
K00907.01,16.51410989,176.11686,4.1575,973.5,2.72,655.0,43.57,5527.0,0.866,4.488,296.56622,44.105862,Kepler
K00907.02,30.1329298,190.38336,5.172,1015.8,3.14,536.0,19.55,5527.0,0.866,4.488,296.56622,44.105862,Kepler
K00907.03,4.79090809,136.31106,2.603,251.3,1.36,990.0,227.24,5527.0,0.866,4.488,296.56622,44.105862,Kepler
K00124.02,31.71981013,142.82083,4.819,363.4,3.09,743.0,71.97,5869.0,1.626,4.024,292.92914,48.60281,Kepler
K00907.04,99.6415962,198.68664,4.448,952.5,2.64,360.0,3.97,5527.0,0.866,4.488,296.56622,44.105862,Kepler
K00908.01,4.708326451,171.446507,3.16114,7912.7,10.6,1162.0,431.02,5560.0,1.21,4.246,298.63565,44.17094,Kepler
K00909.01,16.37198661,172.75926,3.8449,4147.6,540.37,438.0,8.71,4187.0,0.592,4.656,298.67862,44.175499,Kepler
K00910.01,5.392026903,171.72707,2.9804,1151.4,2.68,850.0,123.33,5198.0,0.801,4.589,284.43051,44.48053,Kepler
K00928.01,2.494170338,170.852848,1.1221,863.7,2.42,1194.0,480.19,5569.0,0.829,4.566,284.75943,45.599129,Kepler
K00929.01,6.491682808,174.633553,4.301,7163.3,9.66,1062.0,301.54,6123.0,1.107,4.413,285.55481,45.578861,Kepler
K00930.01,3.044770796,172.01916,10.0134,1695.0,24.54,1076.0,317.36,5525.0,0.753,4.603,293.68494,45.51683,Kepler
K00931.01,3.855603916,170.6787843,3.2179,16653.0,13.61,1212.0,508.65,6033.0,1.046,4.46,296.39316,45.568562,Kepler
K00932.01,3.855599139,170.67957,3.183,1030.9,3.57,1158.0,425.74,5936.0,0.965,4.501,296.39542,45.56992,Kepler
K00125.01,38.47876629,151.852812,5.04169,23530.0,13.26,484.0,13.01,5510.0,0.879,4.539,288.90222,49.370491,Kepler
K00915.01,37.601661282,194.713383,8.30604,59130.0,27.22,606.0,31.86,6140.0,1.096,4.354,282.30603,44.714661,Kepler
K00916.01,3.314947362,171.313058,1.8007,1398.2,3.94,1155.0,421.03,5609.0,0.944,4.481,293.45483,44.792789,Kepler
K00917.01,6.71969089,173.35776,3.0231,969.7,4.37,952.0,194.18,5931.0,0.866,4.479,301.04956,44.706299,Kepler
K00918.01,39.6431552,206.596798,6.5292,15664.0,10.98,472.0,11.74,5231.0,0.9,4.455,283.97751,44.811562,Kepler
K00919.01,51.42598578,173.535933,16.9422,66068.0,29.66,549.0,21.4,6257.0,1.147,4.41,290.63898,44.806789,Kepler
K00920.01,21.80451611,190.49737,3.4097,1144.9,2.6,543.0,20.48,5481.0,0.708,4.629,291.71732,44.88731,Kepler
K00921.01,10.28194593,175.33988,3.4366,1110.7,2.53,680.0,50.6,5196.0,0.775,4.593,291.84198,44.858089,Kepler
K00921.02,18.11993039,182.61535,4.2309,1506.9,2.95,563.0,23.77,5196.0,0.775,4.593,291.84198,44.858089,Kepler
K00921.03,3.78402867,133.28133,1.9012,426.1,1.7,949.0,191.78,5196.0,0.775,4.593,291.84198,44.858089,Kepler
K00922.01,5.15448142,171.6389,3.228,697.5,2.94,964.0,204.1,5431.0,0.884,4.457,294.84689,45.034409,Kepler
K00126.01,33.80364366,202.259731,11.4813,13494.0,20.7,745.0,72.71,5855.0,1.796,3.999,297.47586,41.114288,Kepler
K00923.01,5.743469797,174.898924,3.4412,1240.2,3.13,982.0,219.95,5897.0,0.891,4.531,291.09235,45.115528,Kepler
K00924.01,39.4759093,173.31207,2.968,1012.6,4.06,577.0,26.13,6225.0,1.031,4.45,291.20804,45.244389,Kepler
K00925.01,19.974485239,171.6300909,4.23479,40293.0,26.56,700.0,56.84,6108.0,0.997,4.471,289.72748,45.367661,Kepler
K00926.01,3.166353562,170.966145,3.3129,1473.4,3.82,1273.0,621.92,6007.0,0.998,4.47,286.36011,45.414291,Kepler
K00927.01,23.899634407,188.982797,3.81881,20953.0,44.04,652.0,42.8,6192.0,0.924,4.503,294.71768,45.48576,Kepler
K00939.01,3.388012244,170.5336,2.6849,280.1,2.11,1315.0,705.93,5553.0,1.25,4.221,292.58044,46.097389,Kepler
K00939.02,5.83909761,132.09261,3.1915,273.6,2.06,1097.0,341.48,5553.0,1.25,4.221,292.58044,46.097389,Kepler
K00939.03,1.620467654,132.06388,2.1888,159.6,1.57,1681.0,1893.42,5553.0,1.25,4.221,292.58044,46.097389,Kepler
K00939.04,10.6816951,131.55082,3.605,307.8,2.3,897.0,152.75,5553.0,1.25,4.221,292.58044,46.097389,Kepler
K00940.01,6.104849417,169.573477,4.6912,2090.3,3.18,784.0,89.25,5085.0,0.712,4.584,297.04562,46.027359,Kepler
K00127.01,3.578780566,134.0304187,2.91089,11382.0,10.43,1145.0,406.6,5524.0,0.994,4.421,289.60797,44.345421,Kepler
K00933.01,3.187067566,171.64976,3.119,1037.4,23.88,1079.0,319.76,5450.0,0.811,4.552,297.78848,45.565418,Kepler
K00934.01,5.826657508,173.011411,2.9183,1539.1,4.09,1013.0,248.57,5561.0,1.06,4.362,288.1647,45.816509,Kepler
K00934.02,12.41216347,142.54039,3.739,611.3,2.58,787.0,90.65,5561.0,1.06,4.362,288.1647,45.816509,Kepler
K00934.03,18.74649011,147.13074,3.895,796.8,3.05,686.0,52.38,5561.0,1.06,4.362,288.1647,45.816509,Kepler
K00935.01,20.86021229,180.017757,5.1937,1910.5,5.5,781.0,87.76,6035.0,1.257,4.22,294.02301,45.853081,Kepler
K00935.02,42.63427848,141.16954,6.1998,1719.3,5.22,615.0,33.82,6035.0,1.257,4.22,294.02301,45.853081,Kepler
K00935.03,87.6476068,134.94222,8.871,1009.6,4.0,484.0,12.94,6035.0,1.257,4.22,294.02301,45.853081,Kepler
K00935.04,9.61731426,142.47479,3.8692,234.0,1.94,1010.0,246.13,6035.0,1.257,4.22,294.02301,45.853081,Kepler
K00936.01,9.467821474,178.415842,2.4327,2237.0,2.13,407.0,6.47,3582.0,0.458,4.807,283.73203,45.958771,Kepler
K00936.02,0.893040969,134.540342,1.0981,741.7,1.24,893.0,151.14,3582.0,0.458,4.807,283.73203,45.958771,Kepler
K00128.01,4.942783419,136.3294353,3.25346,11145.0,10.62,1008.0,244.42,5514.0,0.978,4.459,296.20059,49.140121,Kepler
K00937.01,20.83426731,176.58569,4.0454,988.4,2.74,595.0,29.62,5537.0,0.88,4.549,293.01828,45.914688,Kepler
K00938.01,9.94602357,171.70192,3.3862,994.5,3.12,807.0,100.34,5344.0,1.013,4.365,296.06424,45.976841,Kepler
K00938.02,1.04562195,133.91912,1.8955,213.0,1.45,1710.0,2031.84,5344.0,1.013,4.365,296.06424,45.976841,Kepler
K00938.03,5.71462396,132.63866,2.336,297.8,1.78,971.0,210.16,5344.0,1.013,4.365,296.06424,45.976841,Kepler
K00145.01,102.9641952,158.07473,15.735,1896.7,39.0,797.0,95.4,5047.0,7.119,3.066,296.81772,46.781509,Kepler
K01102.02,8.14515981,140.56811,5.073,446.8,3.43,1050.0,287.91,5896.0,1.24,4.197,290.41327,38.34375,Kepler
K01102.03,18.9985279,144.74157,4.529,430.7,43.17,792.0,93.03,5896.0,1.24,4.197,290.41327,38.34375,Kepler
K01102.04,4.24439049,137.06643,3.282,174.0,2.07,1305.0,686.99,5896.0,1.24,4.197,290.41327,38.34375,Kepler
K01103.01,90.1240507,356.23415,11.649,3020.3,7.12,485.0,13.09,6520.0,1.215,4.375,293.22391,38.033581,Kepler
K00150.02,28.5742692,143.8315,4.9427,824.9,2.32,538.0,19.83,5551.0,0.812,4.508,296.98102,43.209751,Kepler
K01168.01,856.672115,228.44988,23.144,858.1,3.87,242.0,0.81,6449.0,1.309,4.232,287.58679,47.600021,Kepler
K01169.01,0.689210173,133.28584,1.6169,195.0,1.32,1943.0,3362.71,5630.0,0.954,4.505,281.55118,47.469959,Kepler
K01170.01,7.34373964,137.29874,1.1784,574.4,1.84,839.0,117.5,5757.0,0.762,4.597,296.23215,47.678959,Kepler
K01171.01,0.445277068,133.52312,3.539,186.7,35.74,2562.0,10177.11,6167.0,1.064,4.444,297.10349,47.64357,Kepler
K00966.01,0.379463865,170.2480164,0.86896,1973.3,59.56,3000.0,19256.81,5075.0,1.783,3.892,290.91119,38.335579,Kepler
K00967.01,9.88047978,173.608672,2.78458,18541.0,23.6,860.0,129.45,6113.0,0.917,4.512,281.66916,42.038639,Kepler
K00968.01,4.6484156,261.09395,38.1939,128.4,5.06,2259.0,6152.88,6980.0,3.482,3.577,295.26682,38.61124,Kepler
K00969.01,17.512014768,174.282592,1.8248,4511.7,13.66,804.0,98.77,6224.0,1.132,4.33,287.61633,39.127239,Kepler
K00970.01,3.9886021,171.01852,1.7376,673.5,34.39,3145.0,23135.72,4813.0,13.652,2.472,289.09323,49.424484,Kepler
K00971.01,0.533059312,171.2274419,1.8621,1495.8,133.56,5862.0,277887.7,8523.0,4.051,3.559,286.0192,48.866741,Kepler
K01044.01,0.525154153,133.744359,2.1441,747.5,23.61,2073.0,4391.51,5582.0,0.846,4.497,295.09866,41.007038,Kepler
K01045.01,1.303861044,134.212059,4.0541,598.2,27.85,1610.0,1595.19,5758.0,0.902,4.475,298.13589,41.332062,Kepler
K01046.01,0.73452496,133.43108,6.7,,,,,,,,293.28799,41.560455,Kepler
K01047.01,2.55549176,134.50078,9.083,113.8,23.35,1312.0,701.68,5948.0,0.901,4.508,298.77325,41.214729,Kepler
K00014.01,2.947376671,171.522978,2.0911,433.2,403.59,2404.0,7903.84,8090.0,2.234,4.002,292.61194,43.305141,Kepler
K00139.01,224.7789355,142.095338,11.1899,3487.5,7.67,333.0,2.92,5873.0,1.235,4.293,291.65317,44.688271,Kepler
K01104.01,0.890110752,133.2647,0.8774,321.5,1.25,1372.0,838.42,4768.0,0.711,4.628,291.17068,38.008591,Kepler
K01105.01,5.76573396,133.30941,2.924,248.0,7.47,1964.0,3518.78,5772.0,4.434,3.364,294.52557,38.204632,Kepler
K01106.01,7.42608123,139.90039,3.6379,443.3,2.47,1037.0,273.78,6049.0,1.176,4.353,292.7131,38.358212,Kepler
K01106.02,15.9868932,137.5964,4.158,178.5,1.62,803.0,98.51,6049.0,1.176,4.353,292.7131,38.358212,Kepler
K01107.01,0.73094589,133.68876,4.32,250.2,17.12,1922.0,3248.17,5901.0,0.848,4.553,289.7962,38.351181,Kepler
K01108.01,18.92537246,149.49558,3.9835,640.9,13.92,1171.0,443.58,4941.0,4.885,3.317,286.49042,38.374908,Kepler
K01172.01,0.933749106,134.31831,4.256,186.2,3.22,2863.0,15822.49,6215.0,2.188,3.849,292.77588,47.461689,Kepler
K01173.01,2.037440623,133.59962,3.442,118.6,1.19,1572.0,1448.05,6253.0,1.015,4.415,295.79526,47.66396,Kepler
K01174.01,129995.7784,393.59962,9.408,1474.9,2.99,25.0,0.0,4500.0,0.726,4.572,296.82162,47.354031,Kepler
K01175.01,31.5925809,142.9649,13.566,145.1,1.78,688.0,53.09,5676.0,1.487,4.1,295.92065,47.448608,Kepler
K01175.02,17.157236,133.68951,11.284,110.4,1.55,844.0,119.87,5676.0,1.487,4.1,295.92065,47.448608,Kepler
K01176.01,1.97376085,178.6894194,1.82542,30222.0,8.78,753.0,76.1,3807.0,0.503,4.762,292.0683,38.84227,Kepler
K00972.01,13.118962443,261.539434,4.3045,372.2,8.25,1768.0,2310.43,7221.0,4.24,3.488,282.00031,48.542221,Kepler
K00133.01,4.618767792,133.386535,5.9957,4399.1,7.48,1170.0,442.78,6013.0,1.033,4.381,297.31006,49.703041,Kepler
K00972.02,7.82187328,123.49907,3.8417,42.2,2.78,2101.0,4601.71,7221.0,4.24,3.488,282.00031,48.542221,Kepler
K00974.01,53.5057611,172.98304,10.5616,195.6,2.52,675.0,49.16,6247.0,1.762,4.016,295.80267,45.988079,Kepler
K00975.01,2.785821236,260.83731,3.5599,68.9,1.69,1784.0,2388.98,6202.0,1.733,4.026,287.36182,38.714016,Kepler
K00976.01,52.56901867,184.971267,6.7507,26900.0,78.54,737.0,69.62,7240.0,1.717,4.178,290.94437,38.538868,Kepler
K01048.01,3.411758679,133.18086,3.158,570.6,14.71,684.0,51.85,3995.0,0.561,4.71,298.9917,41.074989,Kepler
K01049.01,0.525426427,133.187901,1.0801,324.6,1.45,2069.0,4349.62,5791.0,0.802,4.575,291.82181,41.11269,Kepler
K01050.01,1.269091415,133.343682,1.4647,340.9,1.41,1331.0,740.47,5041.0,0.766,4.576,296.86099,41.09734,Kepler
K01050.02,2.853133997,133.79678,1.465,277.1,1.36,1016.0,251.77,5041.0,0.766,4.576,296.86099,41.09734,Kepler
K01051.01,6.79685353,138.11324,3.1702,393.1,2.01,985.0,222.91,6061.0,0.97,4.486,294.16321,41.451801,Kepler
K00146.01,8.667822346,137.341841,4.9658,2121.9,67.37,1303.0,681.39,6266.0,1.889,3.923,299.39972,45.316051,Kepler
K01108.02,1.475323222,131.83272,2.3155,154.9,5.88,2740.0,13331.51,4941.0,4.885,3.317,286.49042,38.374908,Kepler
K01108.03,4.15246118,134.57991,2.5755,223.4,7.62,1941.0,3354.56,4941.0,4.885,3.317,286.49042,38.374908,Kepler
K01109.01,6.7210783,134.7775984,7.46,,,,,,,,291.6069,38.348061,Kepler
K01110.01,8.7348852,135.0818,4.49,270.7,1.59,890.0,148.62,5982.0,0.96,4.493,287.44409,38.088428,Kepler
K01111.01,10.26547688,136.49663,3.733,399.6,1.81,770.0,83.13,5699.0,0.853,4.553,292.27905,38.284531,Kepler
K00151.01,13.4471791,132.830555,3.0454,1428.2,5.24,848.0,122.34,6276.0,1.041,4.405,292.37476,37.630959,Kepler
K01177.01,3.305577989,180.68154,2.5903,17971.0,25.89,1027.0,263.55,5534.0,0.707,4.629,292.07849,38.631481,Kepler
K01178.01,4.800653901,134.365782,9.0419,15304.0,16.91,1347.0,778.45,6715.0,1.241,4.347,296.13391,38.999008,Kepler
K01179.01,15.06649901,140.654788,5.9885,36348.0,56.44,932.0,177.96,5751.0,1.626,4.028,293.92599,38.73798,Kepler
K01180.01,34.82008158,163.015559,11.1711,18848.0,11.36,459.0,10.49,5114.0,0.784,4.522,286.86926,39.103729,Kepler
K01181.01,0.651784374,133.111707,2.0141,2779.3,33.65,2090.0,4500.59,5555.0,1.061,4.375,291.99988,38.437698,Kepler
K00977.01,1.353771892,261.43662,7.012,1349.1,430.99,4903.0,136609.48,4283.0,15.76,2.012,292.71964,48.852016,Kepler
K00978.01,18.95491633,262.46677,24.249,867.5,71.39,1139.0,397.48,6362.0,2.534,3.761,284.02679,49.415428,Kepler
K00979.01,4.348866254,262.72768,3.2797,625.6,2436.69,6421.0,401588.95,3598.0,101.451,0.65,298.80411,40.843563,Kepler
K00980.01,47.93094546,179.096467,2.6897,2144.4,68.02,905.0,158.41,8214.0,1.938,4.104,295.59872,50.720669,Kepler
K00981.01,3.99751422,261.7243,3.686,32.8,2.98,2203.0,5563.95,5066.0,5.324,3.122,283.73642,44.71331,Kepler
K00982.01,1.592633181,133.9243804,5.5605,633.1,1.56,1053.0,290.51,4506.0,0.651,4.626,291.76196,37.09864,Kepler
K00134.01,67.5923754,151.75056,12.249,4158.1,12.1,588.0,28.2,6038.0,1.744,4.082,295.58658,45.364979,Kepler
K01052.01,17.02902786,143.33395,4.645,568.9,2.54,755.0,76.66,5839.0,1.067,4.327,290.51047,41.24482,Kepler
K01052.02,6.84619236,132.17265,3.529,246.8,1.67,1022.0,258.41,5839.0,1.067,4.327,290.51047,41.24482,Kepler
K01052.03,67.8321638,125.881,7.358,507.8,2.39,476.0,12.14,5839.0,1.067,4.327,290.51047,41.24482,Kepler
K01052.04,43.1312147,166.26105,3.198,447.8,2.39,554.0,22.21,5839.0,1.067,4.327,290.51047,41.24482,Kepler
K01053.01,1.224866441,133.20824,1.7086,196.0,1.54,1741.0,2174.33,5553.0,1.107,4.32,290.60794,41.201092,Kepler
K01112.01,37.8102649,158.35799,8.733,570.3,2.33,566.0,24.27,6085.0,0.973,4.451,289.7767,38.26228,Kepler
K01113.01,25.93406406,149.76273,4.6142,414.5,2.48,695.0,55.1,5952.0,1.225,4.287,291.97617,38.05508,Kepler
K01113.02,83.4463485,158.68061,6.536,503.0,2.73,471.0,11.59,5952.0,1.225,4.287,291.97617,38.05508,Kepler
K01114.01,7.04710032,139.79737,2.926,400.9,25.2,986.0,223.84,5766.0,1.068,4.363,290.13492,38.404221,Kepler
K01115.01,12.99204853,136.32016,6.0175,270.6,2.03,866.0,132.94,5765.0,1.242,4.236,291.42358,38.216591,Kepler
K01182.01,11.11620211,133.100575,4.211,4843.9,8.96,853.0,125.21,6122.0,0.996,4.471,295.29193,38.964588,Kepler
K01183.01,1.922861499,134.658644,3.5734,1916.2,5.09,1392.0,884.12,5778.0,0.911,4.531,291.44507,38.637211,Kepler
K01184.01,0.635445336,134.184037,1.8592,2547.4,19.0,1177.0,451.42,3920.0,0.55,4.7,285.08026,39.18211,Kepler
K01185.01,1.665784138,133.863028,1.8946,2006.2,97.27,2636.0,11424.49,6261.0,2.789,3.686,291.47629,38.50058,Kepler
K01186.01,55.6639167,156.35017,23.546,3414.4,34.14,434.0,8.38,5587.0,0.853,4.528,294.74054,39.015511,Kepler
K00152.01,52.09081627,158.744665,8.6388,2894.1,7.14,592.0,29.07,6198.0,1.324,4.237,300.51712,44.38158,Kepler
K00983.01,7.1548608,266.04847,7.694,780.4,7.41,1482.0,1141.57,7443.0,1.739,4.166,289.87411,49.68549,Kepler
K00984.01,4.28746668,262.06245,1.5693,790.1,2.29,942.0,186.31,5296.0,0.815,4.576,291.0488,36.839882,Kepler
K00985.01,2.002779769,261.95791,2.231,260.5,1.42,1311.0,696.4,5346.0,0.892,4.44,298.44775,47.264999,Kepler
K00986.01,8.18739443,260.86931,3.0472,517.6,1.92,782.0,88.36,5251.0,0.849,4.494,291.92596,38.014118,Kepler
K00986.02,76.0498163,161.71445,7.158,445.9,1.75,372.0,4.53,5251.0,0.849,4.494,291.92596,38.014118,Kepler
K00139.02,3.341799486,141.35472,2.9254,178.2,1.67,1356.0,798.41,5873.0,1.235,4.293,291.65317,44.688271,Kepler
K01054.01,3.3226948,134.444,3.568,78.7,15.33,3859.0,52428.3,5234.0,16.959,2.41,288.68259,41.30732,Kepler
K01055.01,36.97708808,133.62681,4.737,1269.9,38.6,602.0,31.08,5589.0,1.239,4.193,288.44287,41.17218,Kepler
K01056.01,1.851409163,133.17995,10.232,232.5,20.42,2154.0,5090.14,7117.0,1.469,4.176,293.2735,41.25769,Kepler
K01057.01,1.303859704,134.21201,2.8239,36.7,0.98,2393.0,7759.2,6802.0,1.521,4.103,298.13794,41.334358,Kepler
K00147.01,145.5624926,146.0588,5.4126,2931.6,40.15,387.0,5.33,6148.0,1.095,4.346,286.49072,37.489979,Kepler
K01116.01,3.749105745,135.10837,1.9826,182.6,1.68,1160.0,428.25,5751.0,0.983,4.447,290.88467,38.057571,Kepler
K01117.01,11.08956602,141.76142,6.2877,148.1,3.51,1422.0,965.62,6353.0,2.867,3.698,291.03192,38.21196,Kepler
K01118.01,7.37290344,137.60991,2.172,205.2,2.67,1004.0,240.11,5973.0,1.07,4.371,291.65097,38.028179,Kepler
K01119.01,7.24476126,139.10497,2.3145,58.0,0.65,837.0,116.02,5370.0,0.874,4.494,294.49011,38.194126,Kepler
K01193.01,119.0624882,149.22223,3.1188,5372.3,10.4,366.0,4.26,5697.0,0.92,4.392,287.88812,39.078709,Kepler
K01194.01,8.70798309,363.05638,2.4904,1419.6,2.01,543.0,20.59,4362.0,0.554,4.722,293.80441,38.63913,Kepler
